id,categoria,subcategoria,nombre,municipio,zona,direccion,latitud,longitud,telefono,sitio_web,horario,nivel_precio,precio_referencial,google_maps_url,place_id,rnt,descripcion,foto_url,estado,notas
TEQ-056,Hospedaje,Hotel & piscina,Hotel y Piscina Villa Itzae,Viotá,Provincia del Tequendama,"Chavita Resort, Viotá",4.4385557,-74.517963,+57 310 2834412,,,,Pasadía piscina ~$13.000 (reseña),https://www.google.com/maps/search/?api=1&query=Hotel%20y%20Piscina%20Villa%20Itzae&query_place_id=ChIJeWZyrO8XP44RbD68vM3NunA,ChIJeWZyrO8XP44RbD68vM3NunA,,,,Pendiente,Pasadía con piscina; cerca del río Lindo.
TEQ-057,Hospedaje,Camping,Viota Extreme – camping y hospedaje,Viotá,Provincia del Tequendama,"Viotá, Cundinamarca",4.4857468,-74.4642742,+57 311 2941966,,,,Consultar con el proveedor,https://www.google.com/maps/search/?api=1&query=Viota%20Extreme%20–%20camping%20y%20hospedaje&query_place_id=ChIJ2z9P7nUTP44RxMTXg_BsO0U,ChIJ2z9P7nUTP44RxMTXg_BsO0U,,,,Pendiente,Zona de camping y cabañas; cascada a 15 min a pie; sin señalización y vía rústica.
TEQ-058,Restaurante,Parrilla y bar,Aborigen Bar y Comida Salvaje,Anapoima,Provincia del Tequendama,"Cra. 2 #1-40 Sur, Anapoima",4.5477654,-74.536271,+57 321 9403705,https://www.facebook.com/Aborigen.Anapoima,Lun–Mié 12:00–22:00; Jue 12:00–23:00; Vie 12:00–00:00; Sáb 12:00–02:00; Dom 12:00–22:00,$$ (moderado),Consultar con el proveedor,https://www.google.com/maps/search/?api=1&query=Aborigen%20Bar%20y%20Comida%20Salvaje&query_place_id=ChIJw1A2CIYVP44RJXMFOq46CHs,ChIJw1A2CIYVP44RJXMFOq46CHs,,,,Pendiente,Vista al valle.
TEQ-059,Restaurante,Café y restaurante,Bruno – Restaurante & Café,Anapoima,Provincia del Tequendama,"Cra. 2 #3-2, Anapoima",4.5494313,-74.5352694,+57 320 9194104,https://www.facebook.com/brunorestaurantecafe/,Lun–Jue y Dom 12:00–20:00; Vie–Sáb 12:00–20:30,$$ (moderado),Platos de ~$35.000 a más de $50.000 (reseña),https://www.google.com/maps/search/?api=1&query=Bruno%20–%20Restaurante%20%26%20Café&query_place_id=ChIJkdriMdAUP44RWNJ5da8VRvY,ChIJkdriMdAUP44RWNJ5da8VRvY,,,,Pendiente,Ofrece menú del día y domicilios.
TEQ-060,Restaurante,Italiano,Il Tramonto Mirador Oculto,Anapoima,Provincia del Tequendama,"Vía Mesa de Yeguas, Cl. 4 #1-50E, Anapoima",4.5487767,-74.5338383,+57 302 5239357,,Mar cerrado; Lun y Mié–Jue 12:00–21:00; Vie–Dom 12:00–22:00,$$ (moderado),Consultar con el proveedor,https://www.google.com/maps/search/?api=1&query=Il%20Tramonto%20Mirador%20Oculto&query_place_id=ChIJD1tz4E0VP44RTUqqMMKOcS0,ChIJD1tz4E0VP44RTUqqMMKOcS0,,,,Pendiente,Con vista panorámica.
TEQ-061,Restaurante,Parrilla campestre,Sancho Parrilla Campestre,Anapoima,Provincia del Tequendama,"Vía Anapoima–Quipile, vereda San Antonio",4.5854497,-74.5449786,+57 311 5093467,,Solo Vie–Dom aprox. 12:00–17:00; confirmar,,Consultar con el proveedor,https://www.google.com/maps/search/?api=1&query=Sancho%20Parrilla%20Campestre&query_place_id=ChIJgWjUU5prP44RTYtOFKF0f4Y,ChIJgWjUU5prP44RTYtOFKF0f4Y,,,,Pendiente,Comida regional; acepta Nequi según reseñas.
TEQ-062,Restaurante,Gastrobar,Gastrobar El Portillo de Anolaima,Anolaima,Provincia del Tequendama,"Cra. 12 #1-221, Anolaima",4.7617765,-74.4589542,+57 305 4621430,,Lun–Mar 6:00–14:00; Mié–Jue 6:00–16:00; Vie 6:00–23:00; Sáb 6:00–00:00; Dom 6:00–16:00,,Consultar con el proveedor,https://www.google.com/maps/search/?api=1&query=Gastrobar%20El%20Portillo%20de%20Anolaima&query_place_id=ChIJbZlwshRlP44RZAL9Tbi9y9k,ChIJbZlwshRlP44RZAL9Tbi9y9k,,,,Pendiente,Eventos por reserva; una sola reseña.
TEQ-063,Restaurante,Comida típica,Restaurante La Tolda,Anolaima,Provincia del Tequendama,"Cra. 5 #1-94, Anolaima",4.7622968,-74.4638162,+57 311 5116795,,Lun 7:00–19:00; Mar–Mié cerrado; Jue–Vie 7:00–19:30; Sáb–Dom 7:00–20:00,$$ (moderado),Consultar con el proveedor,https://www.google.com/maps/search/?api=1&query=Restaurante%20La%20Tolda&query_place_id=ChIJW-3cziFlP44RKHS8xcLvtoo,ChIJW-3cziFlP44RKHS8xcLvtoo,,,,Pendiente,Fritanga y cocina colombiana.
TEQ-064,Restaurante,Piqueteadero,Restaurante Piqueteadero Maria's,Anolaima,Provincia del Tequendama,"Cl. 3 #11-8, Anolaima",4.7580944,-74.4616898,+57 313 2168091,,Lun–Mié cerrado; Jue–Dom 7:00–20:00,$$ (moderado),Tamal $7.000; café $3.000; bandejas $25.000–$35.000 (reseñas),https://www.google.com/maps/search/?api=1&query=Restaurante%20Piqueteadero%20Maria%27s&query_place_id=ChIJkxNY_1JkP44RVMPnkRZBfXM,ChIJkxNY_1JkP44RVMPnkRZBfXM,,,,Pendiente,Destino frecuente de ciclistas; reseñas discrepan sobre precio-calidad.
TEQ-065,Restaurante,Frutería / brunch,Frutería Colombia,Apulo,Provincia del Tequendama,"Cl. 12 #5-15, Apulo",4.5202616,-74.593491,+57 315 2374509,,Lun–Jue 10:00–20:30; Vie cerrado; Sáb–Dom 10:00–21:00,$$ (moderado),Consultar con el proveedor,https://www.google.com/maps/search/?api=1&query=Frutería%20Colombia&query_place_id=ChIJh3CQWPk_P44RXz-oeCLIXfo,ChIJh3CQWPk_P44RXz-oeCLIXfo,,,,Pendiente,Ensaladas de fruta y jugos.
TEQ-066,Restaurante,Piqueteadero,Piqueteadero Donde Freddy,Apulo,Provincia del Tequendama,"Vía Anapoima–Tocaima, Apulo",4.5215474,-74.5931879,+57 321 2429200,,Mar cerrado; resto de la semana 10:00–23:00,,Consultar con el proveedor,https://www.google.com/maps/search/?api=1&query=Piqueteadero%20Donde%20Freddy&query_place_id=ChIJWzIpKn4VP44RQCNTP4Hnq80,ChIJWzIpKn4VP44RQCNTP4Hnq80,,,,Pendiente,Almuerzos caseros y domicilios.
TEQ-067,Restaurante,Parrilla / cerveza artesanal,El Vagón de Mauro,Cachipay,Provincia del Tequendama,"Km 1, Peña Negra, Cachipay",4.7260107,-74.4442544,+57 313 3650252,,Lun–Mar cerrado; Mié 12:00–17:00; Jue 12:00–20:00; Vie 12:00–21:00; Sáb 11:30–23:00; Dom 12:00–23:00 (confirmar),$$ (moderado),Consultar con el proveedor,https://www.google.com/maps/search/?api=1&query=El%20Vagón%20de%20Mauro&query_place_id=ChIJoaibR1hlP44RWbmA4yH_jt0,ChIJoaibR1hlP44RWbmA4yH_jt0,,,,Pendiente,Cerveza artesanal propia.
TEQ-068,Restaurante,Café bar,"La Estación, Café Bar",Cachipay,Provincia del Tequendama,"Cl. 4 #3B-17, Cachipay",4.7310096,-74.43708,+57 301 4733151,,Lun cerrado; Mar–Vie 9:00–20:00; Sáb–Dom 9:00–22:00,$ (económico),Consultar con el proveedor,https://www.google.com/maps/search/?api=1&query=La%20Estación%2C%20Café%20Bar&query_place_id=ChIJaaJ3zOZlP44RHvW0f1ZJPFo,ChIJaaJ3zOZlP44RHvW0f1ZJPFo,,,,Pendiente,Café de la región; también espacio de eventos.
TEQ-069,Restaurante,Cocina de autor,Mestizo Cocina de Origen,El Colegio,Provincia del Tequendama,"Cra. 8 #7-73, Mesitas del Colegio",4.5831128,-74.4460567,+57 305 8629150,,Lun–Mié cerrado; Jue 14:00–18:00; Vie–Sáb 8:00–00:30; Dom 8:00–12:00,$$ (moderado),Consultar con el proveedor,https://www.google.com/maps/search/?api=1&query=Mestizo%20Cocina%20de%20Origen&query_place_id=ChIJ04IfehttP44ROuUxsttszJ4,ChIJ04IfehttP44ROuUxsttszJ4,,,,Pendiente,Cocina regional con productos locales; reseñas indican solo efectivo.
TEQ-070,Restaurante,Restaurante,Restaurante El Milagroso Gourmet,El Colegio,Provincia del Tequendama,"Cl. 10 #7-50, Mesitas del Colegio",4.5843652,-74.4461714,+57 321 3221750,https://el-milagroso-gourmet.ola.click/,Todos los días 12:00–22:00,$$ (moderado),Consultar con el proveedor,https://www.google.com/maps/search/?api=1&query=Restaurante%20El%20Milagroso%20Gourmet&query_place_id=ChIJIyj4qHJtP44Rt5_VJiFpPk8,ChIJIyj4qHJtP44Rt5_VJiFpPk8,,,,Pendiente,Frente al parque principal.
TEQ-071,Restaurante,Italiano,Il Parme Restaurante,La Mesa,Provincia del Tequendama,"Cl. 8 #17-02 Loc. 2, La Mesa",4.6334485,-74.4603106,+57 315 7109976,,Lun–Vie 12:00–21:00; Sáb–Dom 8:00–21:00,$$ (moderado),Consultar con el proveedor,https://www.google.com/maps/search/?api=1&query=Il%20Parme%20Restaurante&query_place_id=ChIJkSHSfuFtP44RuaWrJsdFySc,ChIJkSHSfuFtP44RuaWrJsdFySc,,,,Pendiente,Reseñas recientes mencionan demoras y posible cambio de dueño; verificar.
TEQ-072,Restaurante,Cocina gourmet,Los Almendros Restaurante (KAU Hotel),La Mesa,Provincia del Tequendama,"Cl. 4 #15-25, La Mesa",4.6307435,-74.4577821,+57 305 8171722,,Todos los días 8:00–20:00,$$ (moderado),Consultar con el proveedor,https://www.google.com/maps/search/?api=1&query=Los%20Almendros%20Restaurante%20%28KAU%20Hotel%29&query_place_id=ChIJTXBIC4RtP44RgcXE2dz2zls,ChIJTXBIC4RtP44RgcXE2dz2zls,,,,Pendiente,Atiende no huéspedes; admite mascotas.
TEQ-073,Restaurante,Comida típica,Restaurante Típico Piedras Vivas El Arriero,La Mesa,Provincia del Tequendama,"Cra. 20 #4-44, El Recreo, La Mesa",4.6297924,-74.4619166,+57 302 8313700,,Todos los días 7:00–20:00,$$ (moderado),Consultar con el proveedor,https://www.google.com/maps/search/?api=1&query=Restaurante%20Típico%20Piedras%20Vivas%20El%20Arriero&query_place_id=ChIJBWBMHwBtP44RUkTXfjbfRss,ChIJBWBMHwBtP44RUkTXfjbfRss,,,,Pendiente,Porciones completas y medias.
TEQ-074,Restaurante,Hamburguesas / bar,Chevato's Burger Club,Quipile,Provincia del Tequendama,"Casco urbano, Quipile",4.7442802,-74.5337468,,,Lun–Jue 10:00–23:59; Vie–Dom 10:00–02:00,,Consultar con el proveedor,https://www.google.com/maps/search/?api=1&query=Chevato%27s%20Burger%20Club&query_place_id=ChIJ1c07m0VmP44R5xlyTUg0QkM,ChIJ1c07m0VmP44R5xlyTUg0QkM,,,,Pendiente,Pocas reseñas.
TEQ-075,Restaurante,Comida típica,Restaurante El Rancho de Jairo,Tena,Provincia del Tequendama,"Vía Mosquera–La Mesa, Tena",4.6741042,-74.3736191,+57 302 4116461,,Todos los días 7:00–22:00,$$ (moderado),Consultar con el proveedor,https://www.google.com/maps/search/?api=1&query=Restaurante%20El%20Rancho%20de%20Jairo&query_place_id=ChIJ7aYz2ExwP44RFntWqKfoBw8,ChIJ7aYz2ExwP44RFntWqKfoBw8,,,,Pendiente,Parada habitual en la ruta a La Mesa/Anapoima.
TEQ-076,Restaurante,Comida típica,Restaurante Típico Mirador y Sabor,Tena,Provincia del Tequendama,"Km, vía Mosquera–La Mesa, Tena",4.6676351,-74.3882467,+57 320 9697408,,Lun–Mié 6:30–20:30; Jue 6:30–21:00; Vie 6:30–23:00; Sáb 6:30–22:00; Dom 6:30–22:30,$$ (moderado),Consultar con el proveedor,https://www.google.com/maps/search/?api=1&query=Restaurante%20Típico%20Mirador%20y%20Sabor&query_place_id=ChIJ4VpUq3VxP44ReV4uHeb5EEU,ChIJ4VpUq3VxP44ReV4uHeb5EEU,,,,Pendiente,Vista al valle.
TEQ-077,Restaurante,Restaurante campestre,Rincón Veleño Sede Campestre,Tena,Provincia del Tequendama,"Catalamonte, Tena",4.672695,-74.378661,+57 301 7615764,,Lun 7:00–19:00; Mar 6:00–19:00; Mié–Dom 6:00–22:00,$$ (moderado),Consultar con el proveedor,https://www.google.com/maps/search/?api=1&query=Rincón%20Veleño%20Sede%20Campestre&query_place_id=ChIJE5r6V0txP44R6YPRJK18kS4,ChIJE5r6V0txP44R6YPRJK18kS4,,,,Pendiente,Zona para mascotas.
TEQ-078,Restaurante,Gastrobar,Gastrobar Tablazo,Viotá,Provincia del Tequendama,"Cl. 19 #7-87, Viotá",4.4385338,-74.519688,+57 319 3598793,,,,Consultar con el proveedor,https://www.google.com/maps/search/?api=1&query=Gastrobar%20Tablazo&query_place_id=ChIJTRM8MEEXP44RNtqNe4-jCec,ChIJTRM8MEEXP44RNtqNe4-jCec,,,,Pendiente,Poca información; verificar.
TEQ-079,Restaurante,Bar y restaurante,Plaza Central Viotá,Viotá,Provincia del Tequendama,"Centro, Viotá",4.4412225,-74.5243564,,,Lun–Jue 10:00–22:00; Vie 10:00–00:00; Sáb 10:00–02:00; Dom 10:00–00:00,,Consultar con el proveedor,https://www.google.com/maps/search/?api=1&query=Plaza%20Central%20Viotá&query_place_id=ChIJ4Rei3AAXP44ReEAh-6BdSAM,ChIJ4Rei3AAXP44ReEAh-6BdSAM,,,,Pendiente,Música en vivo y karaoke.
TEQ-080,Restaurante,Comida típica,Restaurante El Caqueteño,Viotá,Provincia del Tequendama,"Cra. 11 #18-28, Viotá",4.4385539,-74.5221066,+57 321 2727244,,Lun–Sáb 7:30–17:00; Dom 7:00–17:00,$$ (moderado),Consultar con el proveedor,https://www.google.com/maps/search/?api=1&query=Restaurante%20El%20Caqueteño&query_place_id=ChIJa_bM7t8WP44RfcjYJSX-orY,ChIJa_bM7t8WP44RfcjYJSX-orY,,,,Pendiente,Horno de piedra; reseñas recientes mixtas en servicio.
TEQ-081,Atractivo turístico,Sendero,Camino Real de Anapoima,Anapoima,Provincia del Tequendama,"Cra. 2 #2-107, Anapoima",4.5473677,-74.5365108,,,,,Consultar con el proveedor,https://www.google.com/maps/search/?api=1&query=Camino%20Real%20de%20Anapoima&query_place_id=ChIJFYttbZMVP44RVreq39KSwKc,ChIJFYttbZMVP44RVreq39KSwKc,,,,Pendiente,Camino empedrado hacia baños medicinales; reseñas mencionan basura y mantenimiento.
TEQ-082,Atractivo turístico,Piscinas medicinales,El Rancho de Fecu Piscinas Medicinales,Anapoima,Provincia del Tequendama,"Vereda Santa Rosa, Anapoima",4.5448779,-74.536265,+57 313 2470250,,Todos los días 9:00–17:00,,Consultar con el proveedor,https://www.google.com/maps/search/?api=1&query=El%20Rancho%20de%20Fecu%20Piscinas%20Medicinales&query_place_id=ChIJxxPD39oUP44RB8Px4tojFkk,ChIJxxPD39oUP44RB8Px4tojFkk,,,,Pendiente,Piscina y baños de barro; reseñas dispares.
TEQ-083,Atractivo turístico,Parque / monumento,Parque de la Bienvenida,Anapoima,Provincia del Tequendama,"Cra. 2 #10-10, Anapoima",4.5557455,-74.5306321,+57 314 2807615,,Todos los días 8:00–12:30 y 14:00–17:00,,Consultar con el proveedor,https://www.google.com/maps/search/?api=1&query=Parque%20de%20la%20Bienvenida&query_place_id=ChIJUe8xwMwUP44RMEgyWEpXAJk,ChIJUe8xwMwUP44RMEgyWEpXAJk,,,,Pendiente,Homenaje a los caciques Ana y Poima.
TEQ-084,Atractivo turístico,Pueblo / cultural,Anolaima – Pueblo Panche,Anolaima,Provincia del Tequendama,"Cra. 8 #3-30, Anolaima",4.7603269,-74.4634165,,,Abierto todo el día,,Consultar con el proveedor,https://www.google.com/maps/search/?api=1&query=Anolaima%20–%20Pueblo%20Panche&query_place_id=ChIJY__medFlP44RnQumXtf9sTI,ChIJY__medFlP44RnQumXtf9sTI,,,,Pendiente,Casco urbano; fiesta de Corpus Christi según reseñas.
TEQ-085,Atractivo turístico,Parque,Parque Principal de Anolaima,Anolaima,Provincia del Tequendama,"Cl. 4 #3-54, Anolaima",4.7617957,-74.4651463,,,Abierto todo el día,,Consultar con el proveedor,https://www.google.com/maps/search/?api=1&query=Parque%20Principal%20de%20Anolaima&query_place_id=ChIJBVa6F05kP44RfHSH7DSQRZg,ChIJBVa6F05kP44RfHSH7DSQRZg,,,,Pendiente,
TEQ-086,Atractivo turístico,Laguna / caminata,Laguna de Salcedo,Apulo,Provincia del Tequendama,"Cl. 4A #24-19, Apulo (acceso por camino destapado)",4.5353457,-74.60971,,,Abierto todo el día (según Google),,Consultar con el proveedor,https://www.google.com/maps/search/?api=1&query=Laguna%20de%20Salcedo&query_place_id=ChIJYa-3r8M_P44RfnE7YDuFI4k,ChIJYa-3r8M_P44RfnE7YDuFI4k,,,,Pendiente,"Reserva hídrica; acceso por propiedad privada, sin señalización. Entrada sin costo según reseñas."
TEQ-087,Atractivo turístico,Parque,Parque Principal de Apulo,Apulo,Provincia del Tequendama,"Centro, Apulo",4.5192218,-74.5943161,,,,,Consultar con el proveedor,https://www.google.com/maps/search/?api=1&query=Parque%20Principal%20de%20Apulo&query_place_id=ChIJgZDOSNU_P44Rqxr0IHiSGVw,ChIJgZDOSNU_P44Rqxr0IHiSGVw,,,,Pendiente,Parque del casco urbano.
TEQ-088,Atractivo turístico,Mirador,Cueva del Mohan,Cachipay,Provincia del Tequendama,"Cachipay, límite con Anolaima",4.7274147,-74.4728452,,,Abierto todo el día (según Google),,Consultar con el proveedor,https://www.google.com/maps/search/?api=1&query=Cueva%20del%20Mohan&query_place_id=ChIJfehlpw1lP44RWq1vZmctzaQ,ChIJfehlpw1lP44RWq1vZmctzaQ,,,,Pendiente,Mirador con vista a varios municipios; señalización limitada.
TEQ-089,Atractivo turístico,Cascada / caminata,Salto de las Monjas,Cachipay,Provincia del Tequendama,"Vereda El Ocaso, Cachipay",4.6902124,-74.4404344,+57 321 3433055,,Abierto todo el día (según Google),,Consultar con el proveedor,https://www.google.com/maps/search/?api=1&query=Salto%20de%20las%20Monjas&query_place_id=ChIJqQZNW2FtP44RYstmML72888,ChIJqQZNW2FtP44RYstmML72888,,,,Pendiente,Caminata de unas 2 h con tramo final empinado; no apto para movilidad reducida.
TEQ-090,Atractivo turístico,Parque de aventura,Macadamia Bosque Aventura,La Mesa,Provincia del Tequendama,"Cl. 8 #2-19, La Mesa",4.6450008,-74.4488814,+57 317 5233855,,Todos los días 9:00–17:00,,Consultar con el proveedor,https://www.google.com/maps/search/?api=1&query=Macadamia%20Bosque%20Aventura&query_place_id=ChIJAbzUCX1uP44Run4t8kthCFk,ChIJAbzUCX1uP44Run4t8kthCFk,,,,Pendiente,Tirolesas y retos; pocas atenciones en días llenos según reseñas.
TEQ-091,Atractivo turístico,Parque,Parque Principal de Quipile,Quipile,Provincia del Tequendama,"Centro, Quipile",4.7439353,-74.5336192,,,,,Consultar con el proveedor,https://www.google.com/maps/search/?api=1&query=Parque%20Principal%20de%20Quipile&query_place_id=ChIJWXh7kUVmP44RjhZ8hWctpIo,ChIJWXh7kUVmP44RjhZ8hWctpIo,,,,Pendiente,Casco urbano; agroturismo en la zona.
TEQ-092,Atractivo turístico,Ecoparque,Ecoparque Ancestral Guandalay,San Antonio del Tequendama,Provincia del Tequendama,"Vereda Quebrada Grande, San Antonio del Tequendama",4.6098513,-74.3645248,+57 317 4238953,,Lun–Vie 8:00–18:30; Sáb–Dom 8:00–19:00,,Consultar con el proveedor,https://www.google.com/maps/search/?api=1&query=Ecoparque%20Ancestral%20Guandalay&query_place_id=ChIJ3S20rpRzP44RzvQAUWnAvOg,ChIJ3S20rpRzP44RzvQAUWnAvOg,,,,Pendiente,Aviturismo y contacto con animales; opera también como agencia.
TEQ-093,Atractivo turístico,Parque natural,Los Tunos Natural Park,San Antonio del Tequendama,Provincia del Tequendama,"Km 11.8 Troncal del Tequendama, vereda Arracachal",4.5668792,-74.3182186,+57 318 6933212,http://lostunos.com.co/,Todos los días 8:00–17:00,,Consultar con el proveedor,https://www.google.com/maps/search/?api=1&query=Los%20Tunos%20Natural%20Park&query_place_id=ChIJG93_-ltzP44ReyQo3hInHEI,ChIJG93_-ltzP44ReyQo3hInHEI,,,,Pendiente,"Senderos, cascada, pesca de trucha, almuerzo y alojamiento."
TEQ-094,Atractivo turístico,Parque temático,Parque Temático Cafetero Finca La Pedregoza,San Antonio del Tequendama,Provincia del Tequendama,"Santandercito, San Antonio del Tequendama",4.5954418,-74.3411291,+57 314 3305231,,,,Consultar con el proveedor,https://www.google.com/maps/search/?api=1&query=Parque%20Temático%20Cafetero%20Finca%20La%20Pedregoza&query_place_id=ChIJWUd0Dk9zP44RJo9pBSvltSM,ChIJWUd0Dk9zP44RJo9pBSvltSM,,,,No publicar,Reseñas indican que podría estar cerrado; NO publicar sin confirmar.
TEQ-095,Atractivo turístico,Parque natural,Parque Natural Chicaque,Soacha,Zona de influencia,"Vía Soacha, km 8",4.6063438,-74.3047537,+57 318 3506147,http://www.chicaque.com/,Todos los días 8:00–16:00,,Consultar con el proveedor,https://www.google.com/maps/search/?api=1&query=Parque%20Natural%20Chicaque&query_place_id=ChIJD2yOU9ObP44RCkjtPCpuWCg,ChIJD2yOU9ObP44RCkjtPCpuWCg,,,,Pendiente,"Bosque de niebla, senderos y alojamiento en cabañas."
TEQ-096,Atractivo turístico,Cascada / mirador,Salto del Tequendama,Soacha,Zona de influencia,"Soacha, Cundinamarca",4.5748595,-74.2933816,+57 315 8854047,,Abierto todo el día; museo con horario propio,,Casa-museo ~$12.000 con audioguía (reseña),https://www.google.com/maps/search/?api=1&query=Salto%20del%20Tequendama&query_place_id=ChIJbaL905V0P44RojyYLnkg3vc,ChIJbaL905V0P44RojyYLnkg3vc,,,,Pendiente,Ícono de la región; museo en casa histórica con entrada.
TEQ-097,Atractivo turístico,Cascada,Cascada El Tambo,Tena,Provincia del Tequendama,"Tena, Cundinamarca",4.6647086,-74.3759283,+57 321 3433055,,Aprox. 5:00–17:30 (según Google),,Consultar con el proveedor,https://www.google.com/maps/search/?api=1&query=Cascada%20El%20Tambo&query_place_id=ChIJs4AhMbpxP44RmF856drabL4,ChIJs4AhMbpxP44RmF856drabL4,,,,Pendiente,"Acceso con guía comunitaria; mismo teléfono que Salto de las Monjas, confirmar. Puede haber mucha gente en fines de semana."
TEQ-098,Atractivo turístico,Cascada,Cascada La Chorrera (Tena),Tena,Provincia del Tequendama,"Vereda Santa Bárbara, Tena",4.6540674,-74.3458642,,,,,Consultar con el proveedor,https://www.google.com/maps/search/?api=1&query=Cascada%20La%20Chorrera%20%28Tena%29&query_place_id=ChIJw4rvSLNxP44Rf21DMi67Q08,ChIJw4rvSLNxP44Rf21DMi67Q08,,,,No publicar,Reseñas indican acceso cerrado o privatizado y agua seca en verano; NO publicar sin confirmar.
TEQ-099,Atractivo turístico,Parque,Parque de Tena,Tena,Provincia del Tequendama,"Cl. 2 #22, Tena",4.6551237,-74.3882728,,,Abierto todo el día,,Consultar con el proveedor,https://www.google.com/maps/search/?api=1&query=Parque%20de%20Tena&query_place_id=ChIJa2N-H8JxP44Roi4c0_VvEEE,ChIJa2N-H8JxP44Roi4c0_VvEEE,,,,Pendiente,Mercado de comida los fines de semana.
TEQ-100,Atractivo turístico,Mirador / aventura,La Granja de Filemón – Puente de Cristal,Viotá,Provincia del Tequendama,"Viotá, Cundinamarca",4.4357936,-74.4607019,,,,,~$80.000 puente y atracciones (reseña),https://www.google.com/maps/search/?api=1&query=La%20Granja%20de%20Filemón%20–%20Puente%20de%20Cristal&query_place_id=ChIJq3_2PgARP44RkzUzKNJC9VE,ChIJq3_2PgARP44RkzUzKNJC9VE,,,,Pendiente,Puente de vidrio con vista a montañas; confirmar tarifas y atención.
TEQ-101,Agencia / Operador,Aventura / cuatrimotos,Adventure House,Anapoima,Provincia del Tequendama,"Cra. 2 #12-72, Anapoima",4.5555621,-74.5305622,+57 304 5249816,,Lun–Sáb 8:00–18:00; Dom 8:00–17:00,,Consultar con el proveedor,https://www.google.com/maps/search/?api=1&query=Adventure%20House&query_place_id=ChIJMZwdi9AUP44RCpavSKCILRo,ChIJMZwdi9AUP44RCpavSKCILRo,,,,Pendiente,Recorridos en cuatrimoto; hay una queja de cancelación.
TEQ-102,Agencia / Operador,Agencia / eventos,Anapoima Turismo,Anapoima,Provincia del Tequendama,"Cl. 6 #3A-73, Anapoima",4.5518097,-74.5350411,+57 320 2123028,,Lun–Vie 8:00–21:00; Sáb 8:00–14:00,,Consultar con el proveedor,https://www.google.com/maps/search/?api=1&query=Anapoima%20Turismo&query_place_id=ChIJ62J6iQgVP44RIQJB3mL4_T8,ChIJ62J6iQgVP44RIQJB3mL4_T8,,,,Pendiente,También organiza eventos.
TEQ-103,Agencia / Operador,Alquiler de fincas,DEPASEOENFINCAS.COM,Anapoima,Provincia del Tequendama,"Vereda La Chica, Anapoima",4.5678561,-74.5036786,+57 314 4749908,,Todos los días 9:00–17:00,,Consultar con el proveedor,https://www.google.com/maps/search/?api=1&query=DEPASEOENFINCAS.COM&query_place_id=ChIJ7-DRqlcVP44Rcll9vkmTU8A,ChIJ7-DRqlcVP44Rcll9vkmTU8A,,,,Pendiente,Intermediario de alquiler de fincas; muy valorado. Verificar RNT.
TEQ-104,Agencia / Operador,Oficina de turismo,"Oficina de Turismo, Municipio de Anapoima",Anapoima,Provincia del Tequendama,"Cra. 2 #10-269, Anapoima",4.5552436,-74.5310837,,,,,Consultar con el proveedor,https://www.google.com/maps/search/?api=1&query=Oficina%20de%20Turismo%2C%20Municipio%20de%20Anapoima&query_place_id=ChIJaTDzHEQVP44Rv7RavBs56XQ,ChIJaTDzHEQVP44Rv7RavBs56XQ,,,,No publicar,Reseñas indican que el local aparece vacío; confirmar con la alcaldía.
TEQ-105,Agencia / Operador,Agencia de viajes,Paraísos Travels,Anapoima,Provincia del Tequendama,"Cra. 5 Diagonal 38, Anapoima",4.5511145,-74.5368542,+57 302 7027778,,Todos los días 8:00–20:00,,Consultar con el proveedor,https://www.google.com/maps/search/?api=1&query=Paraísos%20Travels&query_place_id=ChIJVxt5fnEVP44R-aD_sV_qXe0,ChIJVxt5fnEVP44R-aD_sV_qXe0,,,,Pendiente,Sin reseñas; verificar.
TEQ-106,Agencia / Operador,Ciclismo / turismo,Pedaleemos Juntos,Anolaima,Provincia del Tequendama,"Parque principal, Anolaima",4.7613121,-74.4651416,+57 316 3477179,,Lun–Sáb 8:00–16:00,,Consultar con el proveedor,https://www.google.com/maps/search/?api=1&query=Pedaleemos%20Juntos&query_place_id=ChIJITFA_SZlP44Rw610oIYMIGc,ChIJITFA_SZlP44Rw610oIYMIGc,,,,Pendiente,Sin reseñas; verificar oferta real.
TEQ-107,Agencia / Operador,Agencia / guianza,Turismo Sin Límites,Cachipay,Provincia del Tequendama,"Cl. 2 #2-74, Cachipay",4.7295085,-74.4363387,+57 312 4425094,,Lun–Vie 8:00–18:00; Sáb–Dom 8:00–13:00,,Consultar con el proveedor,https://www.google.com/maps/search/?api=1&query=Turismo%20Sin%20Límites&query_place_id=ChIJj0-7TwBlP44RZEjL2khLyIA,ChIJj0-7TwBlP44RZEjL2khLyIA,,,,Pendiente,Caminatas guiadas y planes de fin de semana; pocas reseñas.
TEQ-108,Agencia / Operador,Promotora de turismo,Promotora de Turismo Sol & Luna,El Colegio,Provincia del Tequendama,"Cl. 9 #6-24, Mesitas del Colegio",4.5840435,-74.4450928,+57 311 4792780,,Confirmar horario,,Consultar con el proveedor,https://www.google.com/maps/search/?api=1&query=Promotora%20de%20Turismo%20Sol%20%26%20Luna&query_place_id=ChIJ62XmZnNtP44RYcKyqZo8du8,ChIJ62XmZnNtP44RYcKyqZo8du8,,,,Pendiente,Google muestra 24 h; confirmar.
